date,open,high,low,close,adj close,volume
2015-01-02,160.60000610351562,160.60000610351562,156.75999450683594,159.35000610351562,127.53732299804688,138300
2015-01-05,158.22999572753906,158.22999572753906,154.6199951171875,155.0,124.05574035644531,240400
2015-01-06,155.61000061035156,156.52999877929688,153.8000030517578,154.77999877929688,123.8796615600586,206200
2015-01-07,156.49000549316406,156.5,153.74000549316406,155.52000427246094,124.47193908691406,256900
2015-01-08,156.47999572753906,157.91000366210938,155.02000427246094,156.9600067138672,125.62445831298828,282700
2015-01-09,157.05999755859375,158.0,155.0500030517578,155.1999969482422,124.21581268310548,188500
2015-01-12,154.4199981689453,154.91000366210938,151.3000030517578,151.5500030517578,121.29450225830078,242900
2015-01-13,153.19000244140625,153.3699951171875,148.14999389648438,151.61000061035156,121.34253692626952,351600
2015-01-14,148.89999389648438,149.97999572753906,145.5,146.52000427246094,117.26871490478516,1104100
2015-01-15,147.44000244140625,149.25,144.3800048828125,146.9499969482422,117.61285400390624,490200
2015-01-16,147.42999267578125,148.88999938964844,145.33999633789062,145.58999633789062,116.5243682861328,471900
2015-01-20,146.4499969482422,146.55999755859375,144.0399932861328,145.6300048828125,116.55638885498048,893500
2015-01-21,146.0,147.2899932861328,145.8800048828125,146.64999389648438,117.3727569580078,529700
2015-01-22,147.14999389648438,149.16000366210938,147.14999389648438,149.13999938964844,119.36563873291016,386100
2015-01-23,148.0,150.8300018310547,147.9199981689453,149.8000030517578,119.89385986328124,583600
2015-01-26,149.30999755859375,153.30999755859375,149.2899932861328,152.39999389648438,121.97480010986328,320000
2015-01-27,150.3300018310547,152.8000030517578,150.0500030517578,151.75,121.45458984375,187800
2015-01-28,151.92999267578125,151.92999267578125,147.0,147.1199951171875,117.74890899658205,463200
2015-01-29,147.1999969482422,148.1199951171875,145.5,146.25,117.0525894165039,370300
2015-01-30,145.0,145.97999572753906,143.47999572753906,144.1199951171875,115.34782409667969,313100
2015-02-02,144.25,147.9499969482422,143.8000030517578,147.3800048828125,117.9570083618164,269900
2015-02-03,148.5399932861328,153.72000122070312,148.1300048828125,152.3000030517578,121.894775390625,329900
2015-02-04,151.5399932861328,153.05999755859375,150.80999755859375,152.02999877929688,121.67869567871094,351200
2015-02-05,152.0,154.8000030517578,152.0,153.8800048828125,123.15934753417969,255600
2015-02-06,154.4199981689453,154.60000610351562,150.55999755859375,151.13999938964844,120.96636199951172,297700
2015-02-09,151.22000122070312,154.55999755859375,150.05999755859375,154.0,123.25537872314452,306500
2015-02-10,154.0,155.39999389648438,147.0399932861328,148.75,119.05350494384766,757400
2015-02-11,147.6199951171875,149.66000366210938,146.67999267578125,149.2100067138672,119.42166137695312,334200
2015-02-12,150.19000244140625,152.24000549316406,149.0800018310547,150.3300018310547,120.3180694580078,288000
2015-02-13,149.9499969482422,152.07000732421875,149.85000610351562,150.52999877929688,120.47814178466795,215800
2015-02-17,150.66000366210938,152.5800018310547,149.33999633789062,152.5800018310547,122.11888885498048,237500
2015-02-18,152.0500030517578,152.0500030517578,148.9600067138672,149.38999938964844,119.5657196044922,277300
2015-02-19,148.36000061035156,150.22999572753906,147.9600067138672,148.6699981689453,118.98946380615234,375000
2015-02-20,148.5399932861328,149.9199981689453,148.16000366210938,149.30999755859375,119.50170135498048,146000
2015-02-23,149.58999633789062,149.58999633789062,146.9199981689453,148.38999938964844,118.76537322998048,275800
2015-02-24,147.85000610351562,148.86000061035156,147.1999969482422,147.77000427246094,118.26914978027344,226100
2015-02-25,147.3300018310547,148.9499969482422,147.3300018310547,147.6999969482422,118.21312713623048,190200
2015-02-26,147.05999755859375,148.0800018310547,146.02999877929688,146.7899932861328,117.48478698730469,271400
2015-02-27,146.8699951171875,148.9499969482422,145.17999267578125,145.22000122070312,116.2282257080078,218900
2015-03-02,143.38999938964844,146.52999877929688,143.38999938964844,146.27000427246094,117.0686264038086,232900
2015-03-03,146.25999450683594,149.4199981689453,145.7899932861328,149.27000427246094,119.46968841552734,412400
2015-03-04,149.22000122070312,150.0,147.61000061035156,148.72000122070312,119.02950286865234,202900
2015-03-05,148.3300018310547,150.0,148.02999877929688,149.36000061035156,119.5417251586914,163700
2015-03-06,148.14999389648438,149.67999267578125,145.07000732421875,145.1699981689453,116.18821716308594,298200
2015-03-09,145.80999755859375,146.6699981689453,143.25,144.35000610351562,115.53191375732422,259200
2015-03-10,143.3800048828125,143.86000061035156,140.60000610351562,140.6199951171875,112.54657745361328,248200
2015-03-11,141.33999633789062,141.64999389648438,139.19999694824222,139.75,111.85026550292969,450600
2015-03-12,140.75999450683594,142.07000732421875,140.02000427246094,141.25,113.05081176757812,241500
2015-03-13,140.44000244140622,140.44000244140622,137.41000366210938,138.89999389648438,111.16996002197266,183200
2015-03-16,140.14999389648438,140.9499969482422,137.80000305175778,137.92999267578122,110.3936004638672,247600
2015-03-17,138.08999633789062,138.08999633789062,134.24000549316406,137.10000610351562,109.72931671142578,462700
2015-03-18,136.6300048828125,140.1300048828125,135.6199951171875,139.92999267578122,111.99431610107422,274300
2015-03-19,139.41000366210938,140.19000244140622,138.11000061035156,139.14999389648438,111.37004089355469,224600
