date,open,high,low,close,adj close,volume
2015-01-02,4.9099998474121085,5.070000171661377,4.9099998474121085,5.070000171661377,5.070000171661377,1500
2015-01-05,5.0,5.059999942779541,4.9099998474121085,5.03000020980835,5.03000020980835,4100
2015-01-06,4.949999809265137,5.230000019073486,4.900000095367432,5.230000019073486,5.230000019073486,1100
2015-01-07,5.130000114440918,5.210000038146973,5.130000114440918,5.1599998474121085,5.1599998474121085,6500
2015-01-08,5.179999828338623,5.46999979019165,5.150000095367432,5.150000095367432,5.150000095367432,9200
2015-01-09,5.150000095367432,5.1599998474121085,4.96999979019165,5.0,5.0,4200
2015-01-12,4.989999771118164,5.079999923706055,4.989999771118164,5.0,5.0,1100
2015-01-13,5.059999942779541,5.059999942779541,4.9099998474121085,5.019999980926514,5.019999980926514,900
2015-01-14,5.0,5.010000228881836,5.0,5.0,5.0,2900
2015-01-15,5.0,5.03000020980835,5.0,5.010000228881836,5.010000228881836,2400
2015-01-16,5.010000228881836,5.010000228881836,4.880000114440918,4.940000057220459,4.940000057220459,7000
2015-01-20,4.900000095367432,4.96999979019165,4.880000114440918,4.96999979019165,4.96999979019165,1700
2015-01-21,4.860000133514403,4.860000133514403,4.820000171661377,4.829999923706055,4.829999923706055,4400
2015-01-22,4.809999942779541,5.0,4.809999942779541,4.849999904632568,4.849999904632568,6300
2015-01-23,4.800000190734863,4.8400001525878915,4.800000190734863,4.8400001525878915,4.8400001525878915,1800
2015-01-26,4.800000190734863,4.96999979019165,4.769999980926514,4.900000095367432,4.900000095367432,4400
2015-01-27,4.900000095367432,5.230000019073486,4.900000095367432,5.230000019073486,5.230000019073486,9700
2015-01-28,5.1599998474121085,5.190000057220459,5.03000020980835,5.050000190734863,5.050000190734863,11900
2015-01-29,5.050000190734863,5.050000190734863,5.050000190734863,5.050000190734863,5.050000190734863,0
2015-01-30,5.050000190734863,5.050000190734863,5.050000190734863,5.050000190734863,5.050000190734863,0
2015-02-02,5.079999923706055,5.099999904632568,5.070000171661377,5.099999904632568,5.099999904632568,5600
2015-02-03,4.989999771118164,4.989999771118164,4.960000038146973,4.989999771118164,4.989999771118164,1500
2015-02-04,5.0,5.019999980926514,4.989999771118164,4.989999771118164,4.989999771118164,2900
